Propertyname_name,Propertyname_address,Propertyname_price,Propertyname_Name,Propertyname_location,Propertyname_description,Propertyname_imageurl,Bathroom(s),Bedroom(s),Built-up area,Built-up price,Car Parks,Lot type,Property type,price_per_sqft
Freesia Residences @ Tropicana Aman,"Persiaran Aman Perdana 3, Telok Panglima Garang, Selangor",6000.0,"Corner Bungalow 5,354 sqft Built Up for Rent in Freesia Residence @ Tropicana Aman","Freesia Residences @ Tropicana Aman, Telok Panglima Garang, Selangor","Property Details :
-> New Unit
-> 2 Storey Corner Bungalow
-> Land Area: 67.5' x 80.0'
-> Built-up Area: 5,354 Sqft
-> 5+1 Bedrooms + 6+1 Bathrooms
-> Partially Furnished
-> 24 hours Cctv Surveillance, Gated & Guarded",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYzMTNfMTc0MjE3NzQ5Nl81RWRnUHJvNV9pbWdfNDc3MV8wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiQ0hFWiBXT05HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,7.0,6.0,5354.0,RM 1/sqft,2.0,non bumi lot,link bungalow / semi-detached,1.1206574523720583
Grandezza @ Eco Sanctuary,"Telok Panglima Garang, Selangor",6000.0,"Fully Furnished Semi-D 3,050sqft Luxury for RENT RM6K/Month","Grandezza @ Eco Sanctuary, Telok Panglima Garang, Selangor","2 Storey Semi-D at Eco Grandezza:
- Rm2.5mil for sale OR RM6k/month for rent
- 3050sqft built up, 4+1 beds & 5 baths
- 38×84 land size, North Facing
For viewing appointments or property details, contact me at 010 968 6738. Happy to answer all your questions",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYzMTNfMTc0ODQxNTE1OF81RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTA1MjhhdDE0LjUxLjUzXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJDSEVaIFdPTkciLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,5.0,5.0,3050.0,RM 1/sqft,2.0,,link bungalow / semi-detached,1.9672131147540983
Grandview 360,"Off Jalan Pantai, Taman Bayu Puteri, 80150, Johor, Johor Bahru, Johor",4000.0,Grandview 360,"Grandview 360, Johor Bahru, Johor","4 + 1 BEDROOMS, 3 + 1 BATHROOMS FULLY FURNISHED @ GRANDVIEW 360, TAMAN BAYU PUTERI, PERMAS FOR RENT & FOR SALE
# Build: 1990sqf
# 4 + 1 Bedrooms, 3 + 1 Washrooms
# Selling With Full Furnished. Fully Renovated. Nice ID Design
# Well Maintained
# Mid / High ...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85ODMyN18xNzQ1MTM1NjUxXzVFZGdQcm81XzE3NDUxMzU2MzM0NDZfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiV0lMTElBTSBGT08iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,5.0,1990.0,RM 2/sqft,2.0,non bumi lot,condominium,2.0100502512562812
H2O Residences,"Off Jalan Lapangan Terbang Subang, Ara Damansara, 47301, Selangor, Ara Damansara, Selangor",1700.0,H2O Residences,"H2O Residences, Ara Damansara, Selangor","H2O Residences Studio Soho Ara Damansara Nr Subang Airport ADMC JSKL
Rooms: 1
Baths: 1
Size: 449 sq.ft.
Car Parking Bay: 1
Furnishing: Fully Furnished as per photo atta...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC81NDcxXzE3NDE0NDUxODVfNUVkZ1BybzVfMDAxXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IiAgIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,1.0,449.0,RM 3/sqft,1.0,,condominium,3.7861915367483294
Horizon Hills,"15, Jalan Rimba 3, 79100 Iskandar Puteri, Johor, Malaysia, Johor Bahru, Johor",4500.0,The Green@Horizon Hill Double Storey For Rent/24hr Gate&Guard/Fully Furnish/Nice Renovated,"Horizon Hills, Johor Bahru, Johor","For Rent - Horizon Hills - The Greens
near by bukit indah, iskandar puteri, Tuas second link.
Address : The Greens, Double Storey Terrace house, Horizon Hills
Bedroom : 4+1
Bathroom : 4
Land Size : 22*75 sqft
Renovation : Renovated
Furnishing : Fully Furnish
Direction :
G&G : Yes
Car park : 2",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY3MDdfMTc0OTAyOTY5OF81RWRnUHJvNV9waG90bzIwMjUwNjA0MTcyMzM4MTFfMC5qcGVnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IlNURUxMQSBOQVJJVEEiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,5.0,1555.224852071006,RM -,2.0,non bumi lot,terrace house,2.893472280877972
Impian Senibong,"Jalan Persiaran Senibong, 81750, Johor, Permas Jaya/Senibong, Johor",1800.0,Impian Senibong,"Impian Senibong, Permas Jaya/Senibong, Johor","3 BEDROOMS 85% FULLY FURNISHED @ IMPIAN SENIBONG, PERMAS FOR RENT
# Build: 1159sqf
# 3 Bedrooms, 2 Washrooms
# 85% Fully Furnished, 2 Common Rooms No AC, No Kitchen Cabinet
# New Unit. Owner Own Stayed. Never Rented Out Before
# High ...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85ODMyN18xNzE5NTE3ODk1XzVFZGdQcm81XzE3MTk1MTc4ODg4MzNfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiV0lMTElBTSBGT08iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,1159.0,RM 1/sqft,1.0,non bumi lot,condominium,1.553062985332183
KSL Avery Park,"KSL Avery Park, Jalan Rinting, Taman Rinting, 81750, Johor, Masai, Johor",2000.0,KSL Avery Park,"Ksl Avery Park, Masai, Johor","3 BEDROOMS FULLY FURNISHED @ KSL AVERY PARK, TAMAN RINTING FOR RENT
# 1450sqf
# 3 Bedrooms, 2 Washrooms
# Fully Furnished
# Reno Unit
# 1 Ca...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85ODMyN18xNzE5MjU2NzUwXzVFZGdQcm81X2ltZzIwMjQwNjI0d2EwMDE0XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IldJTExJQU0gRk9PIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,1450.0,RM 1/sqft,2.0,non bumi lot,condominium,1.3793103448275863
KSL Avery Park @ Taman Rinting New Studio For Rent,"Jalan Rinting, Masai, Johor",1200.0,KSL Avery Park @ Taman Rinting New Studio For Rent,"Masai, Johor","STUDIO 85% FULLY FURNISHED @ KSL AVERY PARK, TAMAN RINTING FOR RENT & FOR SALE
***Moving In This Month Before End Of The Month Will Entitled For This Rental Rate. Any Short Term Rental Or Booking Placed Or Move In After This Month Will Be Higher Rental Rate***
# 377sqf
# Studio, 1 Washroom
# Intermediate ...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85ODMyN18xNjg4Mjg3Mzc0XzVFZGdQcm81XzIwMjMwNjMwXzE5Mzk1N18wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJXSUxMSUFNIEZPTyIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,3.0,377.0,RM 3/sqft,1.0,,condominium,3.183023872679045
KSL Residence 2 @ Kangkar Tebrau,"81100, Johor, Johor Bahru, Johor",1500.0,KSL Residence 2 @ Kangkar Tebrau,"Ksl Residence 2 @ Kangkar Tebrau, Johor Bahru, Johor","For rent
KSL Residence 2 @ Kangkar Tebrau
- 2 bedrooms
- 2 bathrooms
- partially furnished
Renting RM 1500
Terrence Loh
016-7023183
REN24130
*SF0486-040325",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDUzNzRfMTc0MTE2NjE1NV81RWRnUHJvNV9pbWcyMDI1MDMwNXdhMDE1OV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJURVJSRU5DRSBMT0giLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,2.0,850.0,RM 1/sqft,2.0,,condominium,1.7647058823529411
Kalista 2,"Garden Avenue, Seremban 2, 70300, Negeri Sembilan, Seremban, Negeri Sembilan",2800.0,Kalista 2,"Kalista 2, Seremban, Negeri Sembilan","For rent
Kalista 2
3 rooms 2 baths
Fully furnished
Contact Victor Toh 019-2835399 for more information",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNjkwN18xNzQ4MjI3MDI5XzVFZGdQcm81XzEuM18wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJWSUNUT1IgVE9IIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,926.0,RM 3/sqft,1.0,,condominium,3.023758099352052
Kalista 2,"Garden Avenue, Seremban 2, 70300, Negeri Sembilan, Seremban, Negeri Sembilan",2800.0,Kalista 2,"Kalista 2, Seremban, Negeri Sembilan","For rent
Kalista 2
Seremban 2
3 rooms 2 baths fully furnished
Contact Victor Toh 019-2835399 for more information",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNjkwN18xNzQ4MjI4NDI4XzVFZGdQcm81XzEuMl8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJWSUNUT1IgVE9IIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,1178.0,RM 2/sqft,1.0,non bumi lot,condominium,2.3769100169779285
Kalista Residence,"70300, Negeri Sembilan, Seremban, Negeri Sembilan",3000.0,Kalista Residence,"Kalista Residence, Seremban, Negeri Sembilan",Kalista Residence Seremban 2 nice and cozy service residence in Seremban,https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNjkwN18xNzQ4ODQ0MjI3XzVFZGdQcm81XzFfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiVklDVE9SIFRPSCIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,4.0,1100.0,RM 2/sqft,2.0,non bumi lot,condominium,2.727272727272727
"Kaseh Heights, Semenyih","Jalan Kaseh Heights, Semenyih, Selangor",2200.0,"Fully Furnish 3 Storey Kaseh Height, Kajang East Semenyih","Kaseh Heights, Semenyih, Semenyih, Selangor","3 Storey Superlink @ Kaseh Height Semenyih
Details :
- 3 Storey Terrace
- 5Bedrooms 5Bathrooms
- Build up : 2700sf approx
- Well Kept...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDM3NjlfMTc0NDYzNDM1N181RWRnUHJvNV8yMDI1MDQxNF8xNTM4MjFfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiS0sgSEVXIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,5.0,5.0,2700.0,RM 0/sqft,2.0,,terrace house,0.8148148148148148
Laman Putra,"Jalan Putra Mahkota 7/1, Putra Heights, Putra Heights, Selangor",750.0,Walk To LRT Station and All Amenities Gated Guarded Fully Furnished,"Laman Putra, Putra Heights, Selangor","Putra Heights Subang Jaya
Room To Let with Fully Furnished
Land area : 26' x 80'
Renovated Unit
Fully Furnished
Queen Size Be...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yMjg4Nl8xNzQwNjQ5Mjc0XzVFZGdQcm81XzIwMjUwMjI3XzE0Mzc0Ml8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJKb3NoIENob25nICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,1.0,150.0,RM 5/sqft,2.0,non bumi lot,terrace house,5.0
Main Place Residence,"Off Lebuhraya Damansara Puchong, 47630, Selangor, USJ, Selangor",1700.0,Main Place Residence,"Main Place Residence, Usj, Selangor","Call Sebastian REN 07000 at +6018-2003388 to consider renting a 2 rooms fully furnished unit c/w car park & available on 1st July 2025.
Main Place Residence highlights:
- 200 meters walk to USJ21 LRT
- Mall convenience (Jaya Grocer, McDonald's, Starbucks, Nandos, Sushi Zanmai, etc.)
- Condo facilities with an infinity pool overlooking sunset
- Multi-tier sec...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC83MjJfMTY5MjYyNjE5MF81RWRnUHJvNV9pbWcyMDIxMTAwM3dhMDAzMF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJTRUJBU1RJQU4gU0FNIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,2.0,615.0,RM 2/sqft,1.0,,condominium,2.7642276422764227
Meritus Residensi,"Kampung Jawa, 13600, Penang, Seberang Perai, Penang",1600.0,Meritus Residensi,"Meritus Residensi, Seberang Perai, Penang","Unit for Rent/Sale: Meritus Residence
Location: Jalan Baru, Perai
Build Up: 1000sqft
Rooms: 3
Bathrooms: 2
Carpark: 2
Condition: Fully Furnished
Rental: RM1600/month
Selling Price: RM450K
Kindly PM for more details
David Khor
011 5554 7696",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MzQ4OF8xNzQ5MTg0MjAyXzVFZGdQcm81XzUyXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IiAgIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,1000.0,RM 1/sqft,2.0,bumi lot,condominium,1.6
Mewah View Luxurious Apartments,"Jalan Mewah Ria 2/10, 81200, Johor, Johor Bahru, Johor",1500.0,Mewah View Luxurious Apartments,"Mewah View Luxurious Apartments, Johor Bahru, Johor","For Rent
Mewah View Apartment @ Tampoi
- 3 bedrooms
- 2 bathrooms
- low floor level
- fully furnished
Renting RM 1.5K
Terrence Loh
016-7023183
REN24130
*SF0486-140525",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDUzNzRfMTc0ODMxNDA4Ml81RWRnUHJvNV9pbWcyMDI1MDUxNHdhMDAwMF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJURVJSRU5DRSBMT0giLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,1500.0,RM 1/sqft,2.0,,condominium,1.0
Midas @ Seri Alam,"Seri Alam, 81750, Johor, Pasir Gudang, Johor",1300.0,Midas @ Seri Alam,"Midas @ Seri Alam, Pasir Gudang, Johor","2 BEDROOM UNFURNISHED @ MIDAS SERI ALAM, BELOW MARKET BEST VALUED FOR RENT
# 743sqf
# 2 Bedrooms, 2 Washrooms
# Unfurnished. Can Make Partial / Fully But At Different Rate
# ***1 Carpark***
# Internationa...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85ODMyN18xNzQyMzY4Njc3XzVFZGdQcm81XzE3NDIzNjg2Njk5NzdfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiV0lMTElBTSBGT08iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,743.0,RM 1/sqft,1.0,non bumi lot,condominium,1.749663526244953
Nest 2 Residences,"Jalan Puchong, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1400.0,Nest 2 Residences,"Nest 2 Residences, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","✨[For Rent]✨ Studio @ Nest 2, OKR 🏙
💥 Brand New Unit 💥
Fully Furnished & Move-In Ready 🛋️
📍Strategic location at Old Klang Road
🛏️ Studio | 🚿 1 Bathroom
💰 RM1,400/month only!
Perfect for young professionals or couples 👩‍💻👨‍💼
DM now to schedule viewing 📩",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY1NTZfMTc0OTEwMTMyNF81RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTA2MDVhdDEzLjA5LjQ1XzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJXSU5HIExJTSIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,3.0,200.0,RM 7/sqft,1.0,,condominium,7.0
Neu Suites,"Jalan Nipah, 55000, Kuala Lumpur, Ampang, Kuala Lumpur",2000.0,Neu Suites,"Neu Suites, Ampang, Kuala Lumpur","[For Rent | Neu Suites Ampang Condo]
Free wifi
Ready To Move In @ Price negotiable
Rental RM 2,000
Unit Featur...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU4NjBfMTc0OTIwMzY4OF81RWRnUHJvNV9pbWcyMDI1MDUwN3dhMDAwOV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,2.0,450.0,RM 4/sqft,1.0,,condominium,4.444444444444445
"Newly Refurbished 2 Storey Bungalow House Rent @ Ukay Heights, Ampang Kuala Lumpur","KLCC, Kuala Lumpur",10000.0,"Newly Refurbished 2 Storey Bungalow House Rent @ Ukay Heights, Ampang Kuala Lumpur","Klcc, Kuala Lumpur","Ukay Heights, Ampang, Kuala Lumpur
2 Storey Bungalow House For Rent
New Interior & Move In Condition
**************************...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC9zdHlsZXNcLzcxMTM4XzE3NDgwODM0NDlfNUVkZ1BybzVfNzExMzhfMTc0ODA4MTEyM181ZWRncHJvNV91aHByb2ZpbGVfMC5wbmciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiSk9FIENIRUFIIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,4.0,6.0,3700.0,RM 2/sqft,4.0,,bungalow / detached house,2.7027027027027026
Nexus @ Kajang Station,"Jalan Bukit, 43000, Selangor, Kajang, Selangor",2300.0,Nexus @ Kajang Station,"Nexus @ Kajang Station, Kajang, Selangor","Kajang Nexus Service Apartment For Rent
House Details
- 950sqft
- 3 Room, 2 Bath
- 2 Carpark
- RM2300
- Interior Design, Fully Fur...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDM3NjlfMTc0Njk4ODg4MV81RWRnUHJvNV8wMDFfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiICAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,950.0,RM 2/sqft,2.0,,condominium,2.4210526315789473
OUG/Happy Garden Townhouse Top Floor For Rent,"Taman OUG, Kuala Lumpur",1800.0,OUG/Happy Garden Townhouse Top Floor For Rent,"Taman Oug, Kuala Lumpur","OUG/Happy Garden Townhouse Top Floor for Rent
-3R2B
-LA 22x75
-BU 1,800 sqft
-1 Car Park
-Facing Empty Field For Easier Pa...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85NzYxNF8xNjAxMDQwMjk3XzVFZGdQcm81X2ltZ18yMDIwMDkyNF8xNDM0MjNfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiSk9TRVBIIFRJTiBLT0sgSFVBIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,1800.0,RM 1/sqft,2.0,,town house,1.0
OUG/Taman Yarl 2 Storey Renovated Semi D For Rent,"Taman OUG, Kuala Lumpur",7000.0,OUG/Taman Yarl 2 Storey Renovated Semi D For Rent,"Taman Oug, Kuala Lumpur","OUG/Taman Yarl Modern Move In Condition Corner 2 Storey Semi D
-LA 3400 sqft
-BU 3000 sqft
-6R3B
-Ground Floor 2R1B
-1st Floor...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85NzYxNF8xNjExODQ4NzY1XzVFZGdQcm81X2ltZ18yMDIwMDgzMF8xNDA1MDNfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiSk9TRVBIIFRJTiBLT0sgSFVBIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,3.0,6.0,3000.0,RM 2/sqft,2.0,,link bungalow / semi-detached,2.3333333333333335
